Market,Order Region,Category Name,Shipping Mode,total_orders,avg_days_variance,late_delivery_rate_pct,cancellation_rate_pct,total_sales,total_profit,total_losses
USCA,US Center,Golf Balls,Standard Class,37,-0.5,18.92,2.7,1961.88,93.96,-287.06
Africa,Central Africa,Cleats,Second Class,37,2.1,83.78,2.7,6898.85,629.82,-964.67
Pacific Asia,South Asia,Women's Clothing,Second Class,37,2.2,83.78,2.7,7985.34,58.03,-1273.58
Pacific Asia,Eastern Asia,Women's Apparel,Same Day,37,0.5,48.65,0,5500,3.41,-1088.81
Europe,Western Europe,Boxing & MMA,Standard Class,37,-0,35.14,0,8038.17,583.76,-845.85
Pacific Asia,South Asia,Men's Footwear,Same Day,37,0.6,56.76,2.7,4809.63,324.45,-783.2
Pacific Asia,South Asia,Indoor/Outdoor Games,Same Day,37,0.4,35.14,0,5597.76,324.51,-679.44
Europe,Southern Europe,Kids' Golf Clubs,Standard Class,37,0.4,45.95,2.7,9412.65,558.91,-1259.12
Europe,Northern Europe,Girls' Apparel,Standard Class,37,0.1,37.84,2.7,4119.8,17.34,-659.58
USCA,East of USA,Girls' Apparel,Standard Class,37,0.1,40.54,0,3794.85,-192.64,-940.02
USCA,East of USA,Golf Balls,Standard Class,37,0.5,51.35,5.41,1746,303.52,-36.56
Europe,Northern Europe,Water Sports,Same Day,37,0.4,37.84,2.7,7399.63,907.86,-600.18
Europe,Western Europe,Kids' Golf Clubs,Second Class,36,2.2,75,13.89,11101.8,339.01,-1594.94
Pacific Asia,Oceania,Girls' Apparel,Standard Class,36,0.4,55.56,0,5559.71,410.74,-615.32
Africa,Central Africa,Men's Footwear,First Class,36,1,94.44,0,4679.64,-437.15,-1192.06
Europe,Northern Europe,Crafts,Standard Class,36,0.1,44.44,2.78,16613.28,2387.07,-1760.99
Europe,Southern Europe,Shop By Sport,Same Day,36,0.6,63.89,0,4728.88,181.52,-917.67
LATAM,Caribbean,Fishing,Same Day,36,0.6,52.78,0,14399.28,-1025.6,-3665.19
Africa,East Africa,Indoor/Outdoor Games,First Class,36,1,100,0,5447.82,1037.59,-134.15
Pacific Asia,South Asia,Women's Apparel,Same Day,35,0.5,40,2.86,5550,43.86,-1135.09
LATAM,Caribbean,Golf Gloves,Standard Class,35,-0.3,28.57,0,3703.96,658.47,-135.8
USCA,West of USA,Golf Gloves,Standard Class,35,-0.1,28.57,2.86,2499,620.48,-31.96
Pacific Asia,West Asia,Golf Balls,Standard Class,35,-0.1,28.57,2.86,1715.02,218.26,-147.74
Pacific Asia,Eastern Asia,Girls' Apparel,Standard Class,35,0.2,45.71,0,3864.83,612.15,-315.29
Pacific Asia,Oceania,Music,Second Class,35,1.9,77.14,2.86,9122.75,585.15,-1111.76
Africa,North Africa,Cleats,Same Day,35,0.6,62.86,0,5519.08,1107.9,-240.62
Pacific Asia,Southeast Asia,Men's Footwear,Same Day,35,0.4,37.14,5.71,4549.65,-207.03,-1104.03
USCA,South of  USA,Men's Footwear,Same Day,35,0.4,37.14,5.71,4549.65,69.68,-745.03
Pacific Asia,Oceania,Trade-In,Standard Class,35,-0.2,31.43,0,1982.91,-24.07,-410.94
Europe,Western Europe,Books,First Class,34,1,100,0,1056.72,47.38,-151.28
Pacific Asia,South Asia,Pet Supplies,Standard Class,34,0.1,41.18,2.94,2869.6,264.24,-399.83
Pacific Asia,West Asia,Men's Footwear,Same Day,34,0.5,47.06,0,4419.66,177.42,-800.41
Europe,Southern Europe,Golf Gloves,Standard Class,34,0.1,50,0,6519.04,1681.97,-78.97
Africa,East Africa,Women's Apparel,First Class,34,1,100,0,4650,759.68,-301.43
LATAM,South America,Golf Shoes,Standard Class,34,-0.4,26.47,5.88,7043,1414.59,-459.15
Pacific Asia,Southeast Asia,Consumer Electronics,Standard Class,34,-0.1,26.47,8.82,8597.92,437.87,-1461.21
Africa,North Africa,Cardio Equipment,Second Class,34,2,76.47,5.88,9349.08,1895.16,-361.13
Europe,Northern Europe,Kids' Golf Clubs,Standard Class,34,0.3,44.12,5.88,8402.75,828.59,-931.63
Pacific Asia,Eastern Asia,Crafts,Standard Class,33,0.2,45.45,3.03,15228.84,471.05,-2082.52
Pacific Asia,West Asia,Trade-In,Standard Class,33,-0.2,27.27,3.03,1956.93,250.12,-151.13
USCA,East of USA,Camping & Hiking,Same Day,33,0.4,42.42,0,9899.34,2109.15,-217.48
USCA,West of USA,Shop By Sport,Same Day,33,0.6,57.58,0,3669.15,898.7,-13.99
Pacific Asia,West Asia,Women's Apparel,Same Day,33,0.4,39.39,0,4750,1014.18,-42.94
Europe,Eastern Europe,Shop By Sport,First Class,33,1,96.97,0,4278.93,-274.61,-1170.52
Pacific Asia,South Asia,Crafts,Standard Class,33,-0.3,30.3,0,15228.84,2341.21,-863.61
USCA,US Center,Fishing,Same Day,33,0.4,36.36,0,13199.34,2344.32,-1001.07
LATAM,South America,Trade-In,Second Class,33,2,69.7,0,2654.85,539.66,-57.71
Pacific Asia,Southeast Asia,Water Sports,Same Day,33,0.5,45.45,3.03,6599.67,1233.18,-163.96
USCA,South of  USA,Cleats,Same Day,33,0.4,42.42,3.03,6478.92,1047.83,-561
Africa,Southern Africa,Men's Footwear,First Class,33,1,96.97,0,4289.67,468.23,-490.68
Europe,Southern Europe,Cameras,Second Class,33,2.4,78.79,3.03,14917.32,1608.79,-1634.28
Pacific Asia,Southeast Asia,Trade-In,Standard Class,33,-0.2,42.42,0,1641.09,277.49,-72.17
Europe,Southern Europe,Crafts,Standard Class,32,-0.2,28.13,6.25,14767.36,1848.45,-1050.4
Pacific Asia,West Asia,Indoor/Outdoor Games,Same Day,32,0.4,43.75,0,4748.1,716.65,-307.39
Pacific Asia,South Asia,Water Sports,Same Day,32,0.5,50,0,6399.68,1305.35,-265.24
LATAM,Central America,Girls' Apparel,First Class,32,1,96.88,3.13,4054.72,516.92,-353.68
Europe,Western Europe,Golf Balls,Second Class,32,2,87.5,0,1508.12,-44.06,-325.45
Africa,West Africa,Cardio Equipment,First Class,32,1,100,0,9189.09,1611.3,-412.05
Europe,Northern Europe,Shop By Sport,Same Day,32,0.5,50,0,4119,925.32,-82.93
USCA,US Center,Women's Apparel,Same Day,32,0.3,34.38,0,4600,688.68,-388.05
Europe,Northern Europe,Golf Gloves,Standard Class,32,-0,37.5,6.25,5484.42,161.61,-856.62
Europe,Northern Europe,Cameras,First Class,32,1,100,0,14465.28,668.24,-2110.69
LATAM,Central America,Trade-In,Second Class,32,2.1,71.88,0,2175.21,108.79,-368.97
Africa,North Africa,Shop By Sport,First Class,32,1,96.88,3.13,3829.05,204.98,-490.8
Pacific Asia,Southeast Asia,Fishing,Same Day,32,0.5,43.75,0,12799.36,2002.7,-778.14
Pacific Asia,West Asia,Girls' Apparel,Standard Class,32,-0,40.63,3.13,3699.67,587.91,-189.37
Europe,Western Europe,Strength Training,Standard Class,31,0.2,45.16,3.23,18289.79,-448.31,-3657.07
USCA,South of  USA,Women's Apparel,Same Day,31,0.5,48.39,0,4350,645.22,-416.43
Europe,Eastern Europe,Accessories,Standard Class,31,-0.1,38.71,3.23,2249.1,453.06,-91.57
USCA,Canada,Shop By Sport,Standard Class,31,-0.8,9.68,3.23,3829.05,32.36,-684.82
Africa,West Africa,Water Sports,First Class,31,1,100,0,6199.69,1442.41,-44.94
Africa,Southern Africa,Women's Apparel,First Class,31,1,100,0,4350,395.03,-511.81
Europe,Western Europe,Accessories,First Class,31,1,100,0,2474.01,472.61,-104.16
Pacific Asia,Eastern Asia,Electronics,Second Class,31,1.7,90.32,0,4047.97,498.76,-396.43
Pacific Asia,West Asia,Fishing,Same Day,31,0.5,54.84,0,12399.38,1115.74,-887.13
Africa,Central Africa,Fishing,First Class,31,1,93.55,0,12399.38,906.23,-1734.42
Pacific Asia,Eastern Asia,Garden,Second Class,31,2.3,77.42,3.23,16509.98,1065.73,-1946.16
Pacific Asia,South Asia,Golf Gloves,Standard Class,31,-0.2,35.48,0,2099.1,24.27,-412.39
Africa,West Africa,Women's Apparel,Same Day,31,0.3,32.26,0,5450,-235.93,-1006.82
Pacific Asia,Oceania,Toys,First Class,30,1,96.67,3.33,346.2,72.8,-6.9
Pacific Asia,Oceania,CDs,Standard Class,30,-0.2,36.67,0,338.7,20.26,-47.39
Africa,West Africa,Shop By Sport,First Class,30,1,100,0,3519.15,790.8,-13.76
Europe,Western Europe,Girls' Apparel,Second Class,30,1.8,70,3.33,4174.83,796.75,-183.02
LATAM,Caribbean,Shop By Sport,Same Day,30,0.5,50,3.33,3219.21,119.22,-577.58
Africa,West Africa,Accessories,Standard Class,30,0.1,40,3.33,1999.2,534.65,-29.7
USCA,West of USA,Trade-In,Standard Class,30,-0.1,40,0,1559.13,269.91,-85.38
Pacific Asia,Central Asia,Indoor/Outdoor Games,Standard Class,30,-0,40,3.33,4848.06,682.63,-452.57
LATAM,Central America,Tennis & Racquet,Standard Class,30,0.3,46.67,0,3959.12,733.52,-101.31
USCA,South of  USA,Shop By Sport,First Class,29,1,93.1,3.45,3439.14,676.64,-109.25
Africa,Central Africa,Water Sports,Second Class,29,1.8,75.86,0,5799.71,-72.4,-849.36
LATAM,Central America,Golf Gloves,Second Class,29,2.1,75.86,0,2829.14,659.99,-70.86
Europe,Western Europe,Books,Second Class,29,1.4,62.07,0,901.32,183.47,-9.33
LATAM,South America,Hockey,Standard Class,29,-0.1,34.48,6.9,2238,306.21,-168.15
Africa,Central Africa,Water Sports,First Class,29,1,93.1,3.45,5799.71,-365.17,-1251.28
Pacific Asia,Eastern Asia,Golf Gloves,Standard Class,29,0.2,41.38,0,2054.13,83.49,-390.14
USCA,West of USA,Camping & Hiking,Same Day,29,0.3,34.48,0,8699.42,2169.26,-219.5
Africa,West Africa,Indoor/Outdoor Games,Same Day,29,0.4,41.38,3.45,4648.14,284.57,-609.97
Pacific Asia,Eastern Asia,Water Sports,Same Day,29,0.4,37.93,6.9,5799.71,598.68,-825.58
Pacific Asia,Oceania,Pet Supplies,First Class,29,1,93.1,3.45,2447.6,137.72,-403.68
Europe,Northern Europe,Consumer Electronics,Standard Class,29,-0.3,24.14,6.9,7333.52,961.89,-488.07
Africa,North Africa,Cardio Equipment,First Class,29,1,96.55,3.45,8629.14,918.39,-839.88
Pacific Asia,West Asia,Camping & Hiking,Same Day,28,0.4,42.86,0,8399.44,737.98,-1005.81
Pacific Asia,Eastern Asia,Men's Clothing,Standard Class,28,-0.2,28.57,7.14,5903.8,542.54,-709.15
LATAM,Central America,Baseball & Softball,Second Class,28,2.4,89.29,3.57,4359.19,1074.89,-56.79
Europe,Western Europe,Computers,First Class,28,1,92.86,0,42000,5256.36,-4122.51
Europe,Western Europe,Computers,Second Class,28,2.1,75,0,42000,5194.5,-4259.18
Europe,Western Europe,Accessories,Second Class,28,2,85.71,3.57,2449.02,379.04,-70.5
Pacific Asia,Eastern Asia,Accessories,Standard Class,28,-0.7,17.86,7.14,2299.08,262.71,-317.6
Pacific Asia,South Asia,Electronics,Second Class,28,1.8,71.43,0,3438.09,775.12,-19.6
Pacific Asia,Southeast Asia,Men's Clothing,Standard Class,28,-0,42.86,0,5903.8,-464.11,-1467.22
Pacific Asia,Oceania,Consumer Electronics,Standard Class,28,0.1,32.14,10.71,7080.64,1261.36,-190.17
Pacific Asia,Oceania,Pet Supplies,Second Class,28,1.8,75,0,2363.2,170.3,-430.59
LATAM,Central America,Electronics,Same Day,28,0.6,53.57,3.57,3477.13,317.62,-399.44
Pacific Asia,Oceania,Golf Gloves,Standard Class,28,0.1,42.86,3.57,2734.08,554.06,-175.93
Europe,Western Europe,Golf Shoes,Second Class,28,2.2,82.14,3.57,6101,1134.8,-380.3
LATAM,Caribbean,Trade-In,Standard Class,28,0.2,42.86,0,2619.09,200.48,-275.48
Africa,Central Africa,Indoor/Outdoor Games,First Class,28,1,92.86,7.14,3498.6,496.38,-249.22
Europe,Eastern Europe,Indoor/Outdoor Games,Same Day,28,0.3,28.57,0,4098.36,502.1,-231.01
USCA,West of USA,Electronics,First Class,28,1,92.86,3.57,2991.17,560.88,-142.92
USCA,East of USA,Shop By Sport,Same Day,28,0.6,57.14,3.57,3379.2,309.25,-362.95
Pacific Asia,Oceania,Accessories,Second Class,28,1.8,78.57,0,2099.16,-5.5,-364.21
Africa,Central Africa,Shop By Sport,First Class,28,1,92.86,3.57,3369.24,436.49,-292.88
Europe,Northern Europe,Books,Standard Class,27,-0.1,33.33,3.7,839.16,34.16,-154.19
Pacific Asia,Southeast Asia,Accessories,Second Class,27,1.4,70.37,0,1849.26,257.43,-136.96
USCA,East of USA,Electronics,First Class,27,1,96.3,3.7,3411.16,142.95,-469.47
Pacific Asia,Eastern Asia,Pet Supplies,Second Class,27,2.1,77.78,7.41,2278.8,318.61,-214.74
Europe,Western Europe,Crafts,Second Class,27,2,74.07,3.7,12459.96,3447.8,0
Africa,East Africa,Electronics,Standard Class,27,0.3,40.74,3.7,3187.25,677.61,-107.69
Africa,West Africa,Men's Footwear,Same Day,27,0.4,33.33,3.7,3509.73,507.37,-289.93
LATAM,Central America,Fitness Accessories,Standard Class,27,-0.5,25.93,3.7,2974.15,464.37,-215.97
Europe,Western Europe,Lacrosse,Standard Class,27,0.2,48.15,3.7,3974.25,541.79,-414.31
Pacific Asia,Eastern Asia,Trade-In,Standard Class,27,-0.5,25.93,0,1447.17,-41.79,-276.34
Pacific Asia,South Asia,Men's Clothing,Standard Class,27,0,40.74,0,5692.95,-635.92,-1439.2
Europe,Western Europe,Kids' Golf Clubs,First Class,27,1,92.59,3.7,7384.89,833.19,-655.32
Africa,North Africa,Shop By Sport,Second Class,27,2,62.96,11.11,3529.14,503.73,-260.86
Pacific Asia,Eastern Asia,Video Games,First Class,27,1,88.89,3.7,1073.25,47.57,-151.64
Europe,Western Europe,Basketball,Standard Class,27,-0.4,33.33,0,12299.73,24.29,-2723.6
Pacific Asia,South Asia,DVDs,Standard Class,27,0,33.33,0,4438.26,369.6,-413.24
Europe,Southern Europe,Men's Golf Clubs,Standard Class,27,-0.3,29.63,0,4824.56,123.14,-1061.62
Pacific Asia,Southeast Asia,Video Games,First Class,27,1,92.59,7.41,1073.25,153.8,-102.24
USCA,US Center,Girls' Apparel,Standard Class,27,-0.5,29.63,3.7,3584.7,346.43,-232.96
Africa,North Africa,Camping & Hiking,First Class,27,1,92.59,3.7,8099.46,1675.43,-191.38
Africa,Central Africa,Fishing,Second Class,26,1.8,80.77,0,10399.48,975.21,-1551.56
Europe,Southern Europe,Cameras,First Class,26,1,96.15,3.85,11753.04,172.52,-2171.83
Pacific Asia,West Asia,Electronics,Second Class,26,2.1,69.23,7.69,3740.11,947.45,-27.82
Africa,East Africa,Fishing,First Class,26,1,96.15,0,10399.48,815.01,-1389.2
Pacific Asia,Oceania,Shop By Sport,Same Day,26,0.5,46.15,7.69,2859.33,114,-482.71
LATAM,South America,Kids' Golf Clubs,Standard Class,26,0.1,42.31,0,5534.35,-417.12,-1461.59
Pacific Asia,Oceania,Toys,Second Class,26,1.9,69.23,7.69,300.04,33.41,-26.73
USCA,South of  USA,Indoor/Outdoor Games,Same Day,26,0.7,69.23,3.85,3748.5,52.27,-699.79
Pacific Asia,West Asia,Golf Gloves,Standard Class,26,0.7,53.85,7.69,1749.3,-254.19,-527.52
Europe,Western Europe,DVDs,Second Class,26,1.8,69.23,7.69,4273.88,-397.03,-1131.46
Africa,Southern Africa,Cleats,First Class,26,1,100,0,4859.19,35,-894.85
Pacific Asia,South Asia,Fishing,Same Day,26,0.5,46.15,3.85,10399.48,1517.03,-767.55
LATAM,South America,Hunting & Shooting,Standard Class,26,-0.2,30.77,3.85,3965.5,639.7,-178.41
Pacific Asia,Eastern Asia,Fishing,Same Day,26,0.5,46.15,0,10399.48,1184.46,-1065.33
USCA,South of  USA,Accessories,Standard Class,26,-0.4,38.46,7.69,2124.15,257.38,-174.93
Europe,Western Europe,Baby,Standard Class,26,-0,38.46,0,1536.08,322.17,-17.63
Pacific Asia,Southeast Asia,Pet Supplies,First Class,26,1,96.15,0,2194.4,132.42,-231.57
LATAM,South America,Golf Apparel,Standard Class,26,0.2,38.46,3.85,2259.55,228.22,-201.13
Pacific Asia,Eastern Asia,Cardio Equipment,Same Day,25,0.5,48,0,7229.31,-458.22,-1841.85
Europe,Southern Europe,Trade-In,Standard Class,25,-0.4,32,0,2473.38,225.64,-212
USCA,Canada,Cleats,First Class,25,1,92,8,4799.2,633.84,-403.56
LATAM,Caribbean,Electronics,First Class,25,1,88,4,3401.19,608.25,-230.22
Pacific Asia,Oceania,Electronics,First Class,25,1,84,12,2535.33,223.04,-238.24
Europe,Northern Europe,Trade-In,Standard Class,25,0.5,40,4,2795.46,131.91,-302.69
Pacific Asia,Central Asia,Water Sports,Standard Class,25,0.3,44,4,4999.75,872.04,-121.27
Pacific Asia,Oceania,Hockey,Standard Class,25,0.3,48,0,1531,187.38,-143.97
Pacific Asia,South Asia,Pet Supplies,Second Class,25,2,80,0,2110,398.38,-147.41
Pacific Asia,Eastern Asia,CDs,Standard Class,25,0.1,40,4,282.25,45.99,-14.56
USCA,US Center,Water Sports,Same Day,25,0.4,36,0,4999.75,318.05,-553.29
Europe,Northern Europe,Golf Shoes,Standard Class,25,-0.2,36,0,5617,594.5,-496.48
Africa,West Africa,Golf Balls,Standard Class,25,0.1,40,8,1375.23,-142.49,-399.82
Pacific Asia,Southeast Asia,Shop By Sport,Same Day,25,0.3,32,8,2909.31,121.01,-465.88
Africa,North Africa,Men's Footwear,Same Day,25,0.7,64,0,3249.75,510.07,-195.45
USCA,Canada,Men's Footwear,First Class,25,1,92,0,3249.75,373.89,-320.69
Europe,Northern Europe,Golf Balls,Standard Class,25,0.3,40,4,1071.4,229.47,-31.05
Africa,East Africa,Camping & Hiking,Second Class,25,2.1,88,0,7499.5,1223.6,-590.06
Europe,Southern Europe,Books,Standard Class,25,0.1,48,0,777,81.09,-49.27
Pacific Asia,Oceania,Baseball & Softball,Standard Class,25,0.6,56,0,3564.26,-28.42,-698.97
Europe,Eastern Europe,Cleats,Same Day,25,0.4,40,0,4439.26,461.61,-452.18
Pacific Asia,Southeast Asia,Golf Gloves,Standard Class,24,-0.4,25,8.33,2214.21,81.63,-300.31
Europe,Southern Europe,Girls' Apparel,Standard Class,24,-0.1,29.17,0,2809.81,352.07,-351.01
USCA,US Center,Electronics,First Class,24,1,91.67,4.17,2939.29,-138.36,-639.62
Pacific Asia,Southeast Asia,Toys,First Class,24,1,87.5,12.5,276.96,39.05,-31.16
LATAM,Caribbean,Electronics,Second Class,24,2.2,79.17,0,3156.19,657.66,-40.63
LATAM,South America,Men's Golf Clubs,Standard Class,24,-0.5,20.83,0,3839.67,685.99,-223.12
Europe,Western Europe,Consumer Electronics,First Class,24,1,91.67,4.17,6069.12,762.87,-728.63
Africa,East Africa,Cardio Equipment,Second Class,24,2.1,79.17,0,7799.22,1633.09,-123.89
USCA,Canada,Indoor/Outdoor Games,First Class,24,1,87.5,8.33,3548.58,340.06,-302.1
Pacific Asia,South Asia,Cardio Equipment,Same Day,24,0.5,54.17,4.17,5599.44,1797.5,-58.02
Africa,West Africa,Fishing,Same Day,24,0.5,50,4.17,9599.52,210.96,-2013.45
Europe,Northern Europe,Electronics,Second Class,24,2.4,83.33,4.17,2398.38,184.76,-228.8
Europe,Eastern Europe,Women's Apparel,Same Day,24,0.4,41.67,0,3350,351.31,-362.29
Pacific Asia,South Asia,Trade-In,Standard Class,24,-0.3,25,4.17,1245.33,262.87,-34.86
LATAM,Caribbean,Hockey,Standard Class,24,0.3,41.67,4.17,1625,284.79,-84.19
USCA,US Center,Camping & Hiking,Same Day,24,0.4,41.67,0,7199.52,16.65,-1468.17
LATAM,Central America,Soccer,Standard Class,24,-0.3,37.5,0,4849.45,1153.92,-75.93
Pacific Asia,Oceania,Garden,Second Class,24,2.1,83.33,0,12781.92,2158.47,-1119.11
Africa,West Africa,Cleats,Same Day,24,0.5,41.67,8.33,4859.19,14.98,-1089.94
Pacific Asia,Eastern Asia,Computers,Standard Class,24,-0.1,37.5,0,36000,7801.42,-320.4
Europe,Western Europe,Soccer,Standard Class,24,0.4,41.67,0,4389.53,191.84,-648.31
Africa,North Africa,Women's Apparel,Same Day,24,0.5,50,8.33,3100,512.05,-153.93
Pacific Asia,Southeast Asia,Computers,Standard Class,24,0.2,41.67,4.17,36000,5906.91,-3360
Pacific Asia,Southeast Asia,Health and Beauty,First Class,24,1,91.67,4.17,7032.96,454.55,-865.84
LATAM,South America,Golf Balls,Second Class,23,2,82.61,0,1158.34,130.25,-117.1
Europe,Eastern Europe,Golf Balls,Standard Class,23,0.1,47.83,4.35,1103.35,194.85,-31.47
Pacific Asia,Southeast Asia,Books,Standard Class,23,0.3,43.48,4.35,714.84,-186.69,-307.81
Africa,West Africa,Water Sports,Same Day,23,0.4,39.13,0,4599.77,831.78,-160.58
Africa,Central Africa,Camping & Hiking,Second Class,23,2.2,78.26,0,6899.54,1657.3,-92.54
Europe,Northern Europe,Men's Golf Clubs,Standard Class,23,0.3,56.52,0,3439.7,770.75,-53.1
Pacific Asia,Southeast Asia,Camping & Hiking,Same Day,23,0.5,52.17,4.35,6899.54,500.07,-923.13
USCA,East of USA,Cardio Equipment,Same Day,23,0.3,34.78,0,6419.37,1639.1,-61.57
Africa,Central Africa,Electronics,Standard Class,23,0.9,65.22,4.35,2755.25,342.8,-355.82
Europe,Southern Europe,Children's Clothing,Second Class,23,1.9,69.57,0,8213.3,1238.48,-613.32
Africa,North Africa,Golf Balls,Standard Class,23,-0.1,21.74,4.35,1326.26,82.99,-141.52
Pacific Asia,Oceania,Sporting Goods,Second Class,23,2.1,82.61,4.35,7538.25,1451.82,-269.18
Africa,Southern Africa,Fishing,First Class,23,1,100,0,9199.54,1582.56,-360.23
LATAM,Central America,Golf Gloves,First Class,23,1,100,0,3669.26,610.07,-191.08
Pacific Asia,Central Asia,Camping & Hiking,Standard Class,23,-0.2,30.43,4.35,6899.54,1056.81,-349.89
USCA,US Center,Hockey,Standard Class,23,-0.4,26.09,0,1223,-153.72,-308.53
USCA,East of USA,Trade-In,Standard Class,23,0.3,39.13,0,1275.33,118.13,-179.57
USCA,Canada,Cleats,Second Class,22,2.1,81.82,0,3419.43,562.54,-79.66
Pacific Asia,Southeast Asia,CDs,Standard Class,22,-0,31.82,0,248.38,28.24,-34.1
USCA,South of  USA,Electronics,Second Class,22,2.5,95.45,0,2583.36,319.09,-203.92
Europe,Western Europe,Trade-In,Second Class,22,2.5,90.91,0,2381.46,333.85,-80.88
Pacific Asia,Central Asia,Men's Footwear,Second Class,22,2,90.91,0,2859.78,411.65,-348.67
Pacific Asia,Oceania,Music,First Class,22,1,100,0,5734.3,1621.75,-59.56
Africa,North Africa,Fishing,Same Day,22,0.4,36.36,13.64,8799.56,-953.89,-2359.41
LATAM,South America,Accessories,First Class,22,1,95.45,4.55,1724.31,300.37,-121.01
Europe,Southern Europe,DVDs,Standard Class,22,0.4,54.55,0,3616.36,339,-201.61
USCA,South of  USA,Camping & Hiking,Same Day,22,0.3,31.82,22.73,6599.56,1650.39,-12.51
Pacific Asia,Southeast Asia,Health and Beauty,Second Class,22,1.9,86.36,0,6446.88,698,-501.82
LATAM,South America,Accessories,Second Class,22,1.7,72.73,4.55,1649.34,341.18,-89.09
LATAM,Central America,Hockey,First Class,22,1,100,0,1585,163.39,-199.3
Europe,Eastern Europe,Water Sports,Same Day,22,0.3,27.27,0,4399.78,458.5,-468.8
Europe,Southern Europe,Hockey,Standard Class,22,-0.1,36.36,4.55,1998.98,308.83,-78.4
USCA,South of  USA,Golf Balls,Standard Class,22,-0.5,36.36,0,1086.37,143.78,-77.57
USCA,US Center,Trade-In,Standard Class,22,0.2,45.45,4.55,1397.19,347.37,-26.16
Europe,Northern Europe,Golf Apparel,Standard Class,22,0.1,36.36,0,2619.69,-30.12,-368.44
Africa,East Africa,Shop By Sport,Second Class,22,1.7,63.64,4.55,2549.37,214.99,-294.51
LATAM,Central America,Women's Golf Clubs,Standard Class,22,0.1,50,0,4719.61,573.09,-243.43
Europe,Western Europe,DVDs,First Class,22,1,86.36,9.09,3616.36,-6.35,-607.93
Europe,Northern Europe,Cameras,Second Class,22,2,68.18,4.55,9944.88,747.89,-1901.71
Pacific Asia,Southeast Asia,Garden,Second Class,22,2.5,86.36,0,11716.76,2732.02,-89.96
Pacific Asia,Southeast Asia,Music,Second Class,22,2,77.27,4.55,5734.3,346.02,-635.11
Africa,West Africa,Cardio Equipment,Same Day,22,0.3,27.27,0,7899.21,941.53,-780.34
Africa,East Africa,Water Sports,First Class,21,1,95.24,0,4199.79,459,-267.59
Pacific Asia,Southeast Asia,Crafts,Second Class,21,1.9,76.19,0,9691.08,1879.74,-305.26
Pacific Asia,Eastern Asia,Music,First Class,21,1,90.48,4.76,5473.65,856.66,-335.13
Pacific Asia,Eastern Asia,Women's Clothing,Second Class,21,2.3,80.95,4.76,4532.22,526.93,-457.58
